X,Y,Index_,Event_Unique_Id,Occurrence_year,Division,Homicide_Type,Occurrence_Date,Hood_ID,Neighbourhood,Long,Lat,ObjectId
-8856539.83589736,5421184.48578414,649,3832638,2011,D23,Shooting,2011/04/30 04:00:00+00,1,West Humber-Clairville (1),-79.55965099,43.71332026,356
-8831127.73793626,5433480.54993993,650,3985926,2011,D42,Shooting,2011/05/26 04:00:00+00,46,Pleasant View (46),-79.33137023,43.79310642,357
-8850424.67889502,5421557.47956179,651,3448094,2010,D31,Shooting,2010/02/08 05:00:00+00,28,Rustic (28),-79.5047176,43.71574209,358
-8860228.10554898,5425152.61700569,652,4047557,2011,D23,Shooting,2011/05/29 04:00:00+00,1,West Humber-Clairville (1),-79.59278328,43.73908012,359
-8828595.02471161,5413536.5812217,653,3593600,2010,D55,Other,2010/02/15 05:00:00+00,70,South Riverdale (70),-79.30861848,43.66364122,360
-8820722.22868439,5425006.78799572,654,3456178,2010,D43,Other,2010/02/14 05:00:00+00,138,Eglinton East (138),-79.23789595,43.73813364,361
-8851730.69585893,5427222.00482227,655,3582659,2011,D31,Shooting,2011/06/16 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51644975,43.75250954,362
-8828119.4322247,5423583.0347697,656,4071110,2011,D33,Stabbing,2011/07/01 04:00:00+00,43,Victoria Village (43),-79.30434616,43.72889221,363
-8818960.28827441,5425677.41436386,657,3984179,2011,D43,Stabbing,2011/07/22 04:00:00+00,139,Scarborough Village (139),-79.22206817,43.74248611,364
-8856933.59965298,5411845.54184621,658,3429437,2011,D22,Shooting,2011/07/29 04:00:00+00,14,Islington-City Centre West (14),-79.56318823,43.65265106,365
-8849131.8232345,5417332.84270993,659,3794249,2011,D12,Other,2011/07/29 04:00:00+00,115,Mount Dennis (115),-79.49310368,43.68830601,366
-8850783.77887439,5417779.29952167,660,4119820,2011,D12,Shooting,2011/07/31 04:00:00+00,115,Mount Dennis (115),-79.50794345,43.69120603,367
-8848080.78579064,5423180.86643191,661,3443263,2011,D31,Stabbing,2011/08/10 04:00:00+00,26,Downsview-Roding-CFB (26),-79.48366205,43.72628152,368
-8849254.16446808,5425773.03082305,662,4082526,2011,D31,Shooting,2011/08/20 04:00:00+00,26,Downsview-Roding-CFB (26),-79.49420269,43.74310665,369
-8842820.17842534,5425482.35856592,663,4131492,2011,D32,Shooting,2011/08/23 04:00:00+00,33,Clanton Park (33),-79.43640521,43.7412202,370
-8850062.66902415,5413728.15009001,664,3721549,2011,D11,Shooting,2011/08/27 04:00:00+00,114,Lambton Baby Point (114),-79.50146561,43.66488611,371
-8822048.73511378,5430307.0118676,665,4137445,2011,D43,Other,2011/09/11 04:00:00+00,137,Woburn (137),-79.24981216,43.77252429,372
-8824083.42386094,5420210.87768648,666,3156934,2011,D41,Shooting,2011/09/17 04:00:00+00,120,Clairlea-Birchmount (120),-79.26809008,43.70699821,373
-8840537.43423046,5411004.37343117,667,4136529,2011,D14,Shooting,2011/10/02 04:00:00+00,81,Trinity-Bellwoods (81),-79.41589897,43.64718351,374
-8816440.4625072,5429215.71103834,668,357703,2010,D43,Shooting,2010/03/11 05:00:00+00,136,West Hill (136),-79.19943219,43.76544497,375
-8827551.67610498,5421700.40010126,669,3887747,2011,D54,Shooting,2011/10/09 04:00:00+00,43,Victoria Village (43),-79.29924592,43.71667004,376
-8827698.88833919,5418267.66765219,670,4156058,2011,D54,Shooting,2011/10/14 04:00:00+00,61,Taylor-Massey (61),-79.30056835,43.69437813,377
-8829119.9172614,5429385.17412531,671,3680160,2010,D41,Other,2010/03/13 05:00:00+00,119,Wexford/Maryvale (119),-79.31333367,43.76654434,378
-8850994.58125452,5428905.42086391,672,4244358,2011,D31,Shooting,2011/10/15 04:00:00+00,24,Black Creek (24),-79.50983712,43.76343195,379
-8858373.56847335,5411207.22500619,673,4219112,2011,D22,Shooting,2011/10/21 04:00:00+00,13,Etobicoke West Mall (13),-79.57612369,43.64850208,380
-8850853.68417502,5423760.42826668,674,4188550,2011,D31,Shooting,2011/10/28 04:00:00+00,26,Downsview-Roding-CFB (26),-79.50857142,43.73004373,381
-8844712.41718611,5412211.67645037,675,3657524,2010,D11,Other,2010/04/04 04:00:00+00,87,High Park-Swansea (87),-79.45340348,43.65503076,382
-8830182.69000598,5411798.77176114,676,4187348,2011,D55,Shooting,2011/11/29 05:00:00+00,70,South Riverdale (70),-79.32288072,43.65234707,383
-8839594.11843145,5431844.84595493,677,4253053,2011,D32,Stabbing,2011/12/02 05:00:00+00,50,Newtonbrook East (50),-79.40742502,43.78249887,384
-8841419.96624791,5425198.06501199,678,3034132,2011,D32,Stabbing,2011/12/03 05:00:00+00,39,Bedford Park-Nortown (39),-79.42382689,43.73937509,385
-8835194.19663353,5412184.51857144,679,3733844,2010,D51,Other,2010/04/28 04:00:00+00,73,Moss Park (73),-79.36789985,43.65485425,386
-8817125.71078348,5429000.34941668,680,4266197,2011,D43,Shooting,2011/12/30 05:00:00+00,137,Woburn (137),-79.20558788,43.76404781,387
-8838546.08884024,5411890.55360333,681,4355679,2011,D14,Stabbing,2011/12/31 05:00:00+00,78,Kensington-Chinatown (78),-79.39801041,43.65294362,388
-8834164.20302621,5413347.93387951,682,4191912,2011,D51,Other,2011/12/26 05:00:00+00,72,Regent Park (72),-79.35864726,43.66241529,389
-8850322.43528231,5419576.63581028,683,4136582,2011,D12,Other,2011/12/02 05:00:00+00,113,Weston (113),-79.50379913,43.70287945,390
-8819879.54793146,5433295.65506317,684,39593058,2011,D42,Other,2011/02/19 05:00:00+00,132,Malvern (132),-79.23032602,43.79190747,391
-8842523.25149477,5416809.23232903,685,3427476,2010,D13,Shooting,2010/05/03 04:00:00+00,107,Oakwood Village (107),-79.43373787,43.68490465,392
-8829108.53818305,5434025.94319484,686,3709341,2010,D42,Stabbing,2010/05/10 04:00:00+00,117,L'Amoreaux (117),-79.31323145,43.79664288,393
-8846600.25214782,5417782.34779722,687,3577964,2010,D12,Shooting,2010/05/17 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.47036219,43.69122583,394
-8850217.31517396,5419064.70340322,688,3746928,2010,D12,Other,2010/05/31 04:00:00+00,30,Brookhaven-Amesbury (30),-79.50285482,43.69955476,395
-8825712.50334547,5423437.1858923,689,4194029,2012,D42,Shooting,2012/01/01 05:00:00+00,120,Clairlea-Birchmount (120),-79.28272435,43.72794544,396
-8840667.90401325,5409691.52340835,690,3665859,2012,D14,Stabbing,2012/01/01 05:00:00+00,82,Niagara (82),-79.417071,43.63864906,397
-8834951.29527823,5420079.63121024,691,30000227,2012,D53,Other,2012/01/01 05:00:00+00,56,Leaside-Bennington (56),-79.36571783,43.70614592,398
-8825166.48235632,5423747.72968007,692,4205598,2012,D43,Shooting,2012/01/21 05:00:00+00,120,Clairlea-Birchmount (120),-79.27781936,43.7299613,399
-8818828.26001874,5435404.00668554,693,4042332,2012,D42,Shooting,2012/01/24 05:00:00+00,132,Malvern (132),-79.22088214,43.80557764,400
-8836713.3703848,5412654.36836431,294,1148137,2005,D52,Shooting,2005/07/31 04:00:00+00,76,Bay Street Corridor (76),-79.38154682,43.65790792,401
-8859091.29087149,5424365.5223886,295,1041793,2005,D23,Shooting,2005/08/03 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,402
-8831319.15068749,5434262.34335071,296,1102449,2005,D42,Shooting,2005/08/05 04:00:00+00,117,L'Amoreaux (117),-79.33308972,43.79817569,403
-8836037.99392097,5413859.66642072,297,1068304,2005,D51,Shooting,2005/08/07 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37547981,43.66574074,404
-8836037.99392097,5413859.66642072,298,1068304,2005,D51,Shooting,2005/08/07 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37547981,43.66574074,405
-8852187.14028022,5418489.99678992,299,985817,2005,D23,Shooting,2005/08/13 04:00:00+00,8,Humber Heights-Westmount (8),-79.52055006,43.69582217,406
-8835944.91746833,5414067.94381098,300,1156816,2005,D51,Shooting,2005/08/15 04:00:00+00,74,North St.James Town (74),-79.37464369,43.66709416,407
-8831522.54475551,5422017.78263795,301,1072514,2005,D54,Shooting,2005/08/16 04:00:00+00,44,Flemingdon Park (44),-79.33491684,43.71873068,408
-8823915.77114183,5428086.95888962,302,117846,2005,D41,Other,2005/08/18 04:00:00+00,127,Bendale (127),-79.26658403,43.75812182,409
-8850809.18643497,5404008.49363223,303,1183577,2005,D22,Other,2005/08/20 04:00:00+00,18,New Toronto (18),-79.50817169,43.60169138,410
-8818788.12488953,5425730.92364932,304,1189864,2005,D42,Shooting,2005/08/25 04:00:00+00,139,Scarborough Village (139),-79.2205216,43.74283338,411
-8850955.40013335,5425159.93409339,305,761120,2005,D31,Shooting,2005/08/30 04:00:00+00,25,Glenfield-Jane Heights (25),-79.50948515,43.73912761,412
-8835437.18370484,5412385.77433631,306,1178414,2005,D51,Other,2005/08/31 04:00:00+00,73,Moss Park (73),-79.37008264,43.65616228,413
-8832490.86068575,5425336.57056726,307,1389771,2005,D33,Stabbing,2005/09/06 04:00:00+00,42,Banbury-Don Mills (42),-79.34361537,43.74027402,414
-8850148.17463822,5419891.09499914,308,1101797,2005,D31,Shooting,2005/09/08 04:00:00+00,28,Rustic (28),-79.50223372,43.70492158,415
-8838674.3778742,5409166.54789451,309,739598,2005,D14,Shooting,2005/09/09 04:00:00+00,82,Niagara (82),-79.39916285,43.63523601,416
-8851538.88235753,5429488.05860748,310,1096519,2005,D31,Shooting,2005/09/10 04:00:00+00,24,Black Creek (24),-79.51472666,43.76721178,417
-8851714.4142702,5427127.06066913,311,1203047,2005,D31,Shooting,2005/09/13 04:00:00+00,25,Glenfield-Jane Heights (25),-79.51630349,43.75189346,418
-8842628.81910748,5409508.66264122,312,1139553,2005,D14,Shooting,2005/09/16 04:00:00+00,85,South Parkdale (85),-79.4346862,43.63746024,419
-8855390.29740208,5423336.32372319,313,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,420
-8855390.29740208,5423336.32372319,314,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,421
-8855390.29740208,5423336.32372319,315,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,422
-8831556.76436698,5418293.37154841,316,1228892,2005,D54,Other,2005/09/22 04:00:00+00,58,Old East York (58),-79.33522424,43.69454508,423
-8812339.26544963,5429978.27244007,317,1141576,2005,D42,Stabbing,2005/10/01 04:00:00+00,136,West Hill (136),-79.16259051,43.77039183,424
-8859750.70745993,5425093.44110033,318,1325246,2005,D23,Shooting,2005/10/22 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58849474,43.73869605,425
-8860103.48449223,5424797.38546404,319,1265274,2005,D23,Shooting,2005/10/23 04:00:00+00,1,West Humber-Clairville (1),-79.59166379,43.73677452,426
-8860103.48449223,5424797.38546404,320,1265274,2005,D23,Shooting,2005/10/23 04:00:00+00,1,West Humber-Clairville (1),-79.59166379,43.73677452,427
-8831319.15068749,5434262.34335071,321,1317338,2005,D42,Shooting,2005/11/01 05:00:00+00,117,L'Amoreaux (117),-79.33308972,43.79817569,428
-8843526.8790807,5418717.95730494,322,1345445,2005,D13,Shooting,2005/11/09 05:00:00+00,107,Oakwood Village (107),-79.44275361,43.69730275,429
-8839494.75354077,5427837.14049041,323,1356083,2005,D32,Stabbing,2005/11/12 05:00:00+00,51,Willowdale East (51),-79.40653241,43.75650092,430
-8845846.58357291,5416165.43588953,324,1322417,2005,D12,Shooting,2005/11/14 05:00:00+00,91,Weston-Pellam Park (91),-79.46359187,43.6807223,431
-8860382.60364386,5425591.18720793,325,1258191,2005,D23,Shooting,2005/11/18 05:00:00+00,1,West Humber-Clairville (1),-79.59417116,43.7419265,432
-8827806.58883333,5421490.29019207,326,1293148,2005,D54,Other,2005/11/02 05:00:00+00,54,O'Connor-Parkview (54),-79.30153584,43.71530584,433
-8825172.1941594,5426135.89978865,327,1337264,2005,D41,Stabbing,2005/11/26 05:00:00+00,126,Dorset Park (126),-79.27787067,43.74546157,434
-8844182.81804825,5412911.2035894,328,1428567,2005,D11,Shooting,2005/11/29 05:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44864601,43.65957709,435
-8852280.26571344,5430412.49042895,329,812174,2005,D31,Other,2005/01/26 05:00:00+00,24,Black Creek (24),-79.52138662,43.77320849,436
-8854773.18444652,5430370.54089633,330,1440086,2005,D31,Shooting,2005/12/01 05:00:00+00,21,Humber Summit (21),-79.54378089,43.77293638,437
-8842375.02291361,5409851.90833225,331,1283750,2005,D14,Other,2005/11/05 05:00:00+00,85,South Parkdale (85),-79.43240631,43.63969174,438
-8841752.71467742,5420227.47669735,332,1439907,2005,D53,Other,2005/12/16 05:00:00+00,102,Forest Hill North (102),-79.42681602,43.707106,439
-8851753.24473498,5427121.42951662,333,1443414,2005,D31,Shooting,2005/12/23 05:00:00+00,25,Glenfield-Jane Heights (25),-79.51665231,43.75185692,440
-8829598.13911468,5416766.45176527,334,1229258,2005,D52,Shooting,2005/12/26 05:00:00+00,64,Woodbine Corridor (64),-79.31762961,43.68462674,441
-8843225.34574959,5424694.98006297,335,1158528,2005,D32,Stabbing,2005/09/19 04:00:00+00,33,Clanton Park (33),-79.44004489,43.73610985,442
-8831209.70804331,5435656.15737459,336,1003568,2005,D42,Other,2005/01/24 05:00:00+00,116,Steeles (116),-79.33210658,43.80721233,443
-8844032.23505985,5418572.72416766,337,1426456,2006,D13,Shooting,2006/01/01 05:00:00+00,108,Briar Hill-Belgravia (108),-79.4472933,43.69635948,444
-8840424.07202701,5424551.99156538,338,1557753,2006,D32,Other,2006/01/26 05:00:00+00,39,Bedford Park-Nortown (39),-79.41488062,43.73518176,445
-8850090.20723978,5426075.10423471,339,1361475,2006,D31,Shooting,2006/02/06 05:00:00+00,25,Glenfield-Jane Heights (25),-79.50171299,43.74506703,446
-8831013.29036778,5434035.02549041,340,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),-79.33034213,43.79670177,447
-8831013.29036778,5434035.02549041,341,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),-79.33034213,43.79670177,448
-8831013.29036778,5434035.02549041,342,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),-79.33034213,43.79670177,449
-8831522.54475551,5422017.78263795,343,1511490,2006,D54,Stabbing,2006/02/08 05:00:00+00,44,Flemingdon Park (44),-79.33491684,43.71873068,450
-8826798.25354614,5418034.52834451,344,1559867,2006,D54,Other,2006/03/02 05:00:00+00,61,Taylor-Massey (61),-79.29247781,43.69286384,451
-8813648.15668279,5433420.95816048,345,1597252,2006,D43,Other,2006/03/04 05:00:00+00,134,Highland Creek (134),-79.17434848,43.79272,452
-8854929.6951978,5426508.8395237,346,1640987,2006,D31,Shooting,2006/03/12 05:00:00+00,22,Humbermede (22),-79.54518685,43.74788175,453
-8818604.64253883,5425784.39318258,347,1591256,2006,D43,Shooting,2006/03/14 05:00:00+00,139,Scarborough Village (139),-79.21887335,43.74318039,454
-8835844.06646245,5414098.85295627,348,1479234,2006,D51,Shooting,2006/03/20 05:00:00+00,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,455
-8848884.08059455,5417219.89179755,349,1570672,2006,D12,Shooting,2006/03/27 05:00:00+00,115,Mount Dennis (115),-79.49087817,43.6875723,456
-8850695.95002254,5426600.05270319,350,1671071,2006,D31,Shooting,2006/03/27 05:00:00+00,25,Glenfield-Jane Heights (25),-79.50715447,43.74847366,457
-8855358.11827687,5426935.37225326,351,1578377,2006,D31,Other,2006/04/07 04:00:00+00,22,Humbermede (22),-79.54903544,43.7506496,458
-8846795.59002429,5423812.85267861,352,1673447,2006,D31,Stabbing,2006/04/20 04:00:00+00,26,Downsview-Roding-CFB (26),-79.47211694,43.73038403,459
-8832564.84807212,5431610.01417614,353,1636602,2006,D33,Stabbing,2006/04/26 04:00:00+00,47,Don Valley Village (47),-79.34428001,43.78097583,460
-8830807.08770901,5422064.03769823,354,1473434,2006,D54,Shooting,2006/04/29 04:00:00+00,44,Flemingdon Park (44),-79.32848978,43.71903099,461
-8850885.99020445,5403984.97849655,355,1686110,2006,D22,Stabbing,2006/04/29 04:00:00+00,18,New Toronto (18),-79.50886163,43.60153841,462
-8830262.64300385,5416572.30921957,356,1439616,2006,D54,Stabbing,2006/05/02 04:00:00+00,65,Greenwood-Coxwell (65),-79.32359895,43.68336554,463
-8838032.59206671,5411862.9012561,357,1506152,2006,D52,Stabbing,2006/05/15 04:00:00+00,78,Kensington-Chinatown (78),-79.39339759,43.65276389,464
-8826932.35011795,5417991.9037582,358,1714664,2006,D54,Other,2006/05/17 04:00:00+00,61,Taylor-Massey (61),-79.29368242,43.69258698,465
-8841086.42299723,5417007.81795718,359,1465047,2006,D13,Other,2006/05/26 04:00:00+00,106,Humewood-Cedarvale (106),-79.42083062,43.68619468,466
-8818244.93920781,5428464.56910888,360,1630473,2006,D43,Shooting,2006/05/28 04:00:00+00,137,Woburn (137),-79.21564208,43.76057179,467
-8850627.91822894,5418462.58949678,361,1441432,2006,D12,Shooting,2006/06/03 04:00:00+00,113,Weston (113),-79.50654333,43.69564416,468
-8848336.54566033,5425736.255026,362,1677509,2006,D31,Stabbing,2006/06/03 04:00:00+00,26,Downsview-Roding-CFB (26),-79.48595958,43.74286798,469
-8850152.26006354,5421681.21709299,363,1433643,2006,D31,Shooting,2006/06/12 04:00:00+00,28,Rustic (28),-79.50227042,43.71654549,470
-8848884.08059455,5417219.89179755,364,1269372,2006,D12,Stabbing,2006/06/13 04:00:00+00,115,Mount Dennis (115),-79.49087817,43.6875723,471
-8850803.29540752,5422071.35387731,365,1556233,2006,D31,Stabbing,2006/06/22 04:00:00+00,26,Downsview-Roding-CFB (26),-79.50811877,43.71907849,472
-8819224.46055801,5434930.12662314,366,1523520,2006,D42,Shooting,2006/06/23 04:00:00+00,132,Malvern (132),-79.22444127,43.80250536,473
-8836688.41255497,5414007.68627944,367,1712933,2006,D51,Other,2006/06/23 04:00:00+00,75,Church-Yonge Corridor (75),-79.38132262,43.6667026,474
-8835262.40208554,5411019.60364424,368,1614702,2006,D51,Shooting,2006/06/26 04:00:00+00,77,Waterfront Communities-The Island (77),-79.36851255,43.64728251,475
-8847009.39691748,5415884.88623264,369,1463143,2006,D12,Shooting,2006/07/02 04:00:00+00,90,Junction Area (90),-79.4740376,43.67889965,476
-8854888.88324608,5403879.25566482,370,1436777,2006,D22,Shooting,2006/07/05 04:00:00+00,20,Alderwood (20),-79.54482023,43.60085066,477
-8836077.57245272,5412199.94459384,371,1680741,2006,D51,Shooting,2006/07/11 04:00:00+00,75,Church-Yonge Corridor (75),-79.37583535,43.65495451,478
-8819444.1684974,5439142.64295471,372,1789165,2006,D42,Shooting,2006/07/12 04:00:00+00,131,Rouge (131),-79.22641494,43.82981059,479
-8849006.94391654,5417274.0032574,373,1482034,2006,D12,Shooting,2006/07/12 04:00:00+00,115,Mount Dennis (115),-79.49198187,43.6879238,480
-8860146.29017602,5424089.86741552,374,1720929,2006,D23,Stabbing,2006/07/14 04:00:00+00,1,West Humber-Clairville (1),-79.59204832,43.73218217,481
-8828813.90666038,5421259.06084811,375,1753633,2006,D54,Stabbing,2006/07/15 04:00:00+00,54,O'Connor-Parkview (54),-79.31058473,43.71380448,482
-8828813.90666038,5421259.06084811,376,1436568,2006,D52,Shooting,2006/07/17 04:00:00+00,54,O'Connor-Parkview (54),-79.31058473,43.71380448,483
-8831273.06887108,5416404.62057248,377,1558823,2006,D54,Other,2006/06/02 04:00:00+00,66,Danforth (66),-79.33267576,43.68227617,484
-8818235.07741413,5435746.49702136,378,1436461,2006,D42,Other,2006/07/27 04:00:00+00,132,Malvern (132),-79.21555349,43.80779799,485
-8842838.91683523,5409704.39033954,379,1684861,2006,D11,Other,2006/08/05 04:00:00+00,85,South Parkdale (85),-79.43657354,43.63873271,486
-8836772.46099691,5412837.19137639,380,1467979,2006,D52,Stabbing,2006/09/11 04:00:00+00,76,Bay Street Corridor (76),-79.38207764,43.65909609,487
-8836772.46099691,5412837.19137639,381,1467979,2006,D52,Stabbing,2006/09/11 04:00:00+00,76,Bay Street Corridor (76),-79.38207764,43.65909609,488
-8827749.00548714,5434898.73116371,382,1442534,2006,D42,Shooting,2006/09/14 04:00:00+00,117,L'Amoreaux (117),-79.30101856,43.80230181,489
-8820992.50127609,5429988.75820297,383,1825448,2006,D43,Other,2006/09/17 04:00:00+00,137,Woburn (137),-79.24032385,43.77045985,490
-8842006.55651228,5409681.26371634,384,1873074,2006,D14,Shooting,2006/09/17 04:00:00+00,85,South Parkdale (85),-79.42909632,43.63858236,491
-8830485.17734511,5435679.64535074,385,1859866,2006,D42,Stabbing,2006/09/17 04:00:00+00,116,Steeles (116),-79.32559801,43.8073646,492
-8822784.30536587,5420699.93503727,386,1696275,2006,D41,Other,2006/09/21 04:00:00+00,122,Birchcliffe-Cliffside (122),-79.2564199,43.71017395,493
-8836718.87402043,5413653.81740734,387,1448580,2006,D51,Other,2006/09/22 04:00:00+00,75,Church-Yonge Corridor (75),-79.38159626,43.66440307,494
-8857587.70407532,5428230.98244933,388,1710058,2006,D31,Shooting,2006/09/25 04:00:00+00,21,Humber Summit (21),-79.56906415,43.75905627,495
-8828128.55040419,5422044.91554387,389,1905589,2006,D54,Shooting,2006/10/09 04:00:00+00,43,Victoria Village (43),-79.30442807,43.71890684,496
-8827685.05689246,5423436.61745636,390,1696286,2006,D41,Other,2006/10/17 04:00:00+00,119,Wexford/Maryvale (119),-79.3004441,43.72794175,497
-8815870.78946584,5432889.79224107,391,1603174,2006,D43,Stabbing,2006/10/21 04:00:00+00,135,Morningside (135),-79.19431473,43.78927557,498
-8849479.8569433,5408012.94626135,392,1877732,2006,D22,Other,2006/10/27 04:00:00+00,16,Stonegate-Queensway (16),-79.49623012,43.62773536,499
-8834773.24754507,5413913.89515798,393,1855834,2006,D51,Stabbing,2006/10/11 04:00:00+00,71,Cabbagetown-South St.James Town (71),-79.3641184,43.66609313,500
-8821477.42567591,5426032.0973314,494,2520381,2008,D43,Shooting,2008/02/01 05:00:00+00,138,Eglinton East (138),-79.24468,43.74478793,501
-8819901.07712097,5436637.91389634,495,2428060,2008,D42,Shooting,2008/02/17 05:00:00+00,132,Malvern (132),-79.23051942,43.81357662,502
-8817770.00016632,5428950.98139149,496,2377423,2008,D43,Shooting,2008/02/22 05:00:00+00,137,Woburn (137),-79.21137563,43.76372753,503
-8839785.63916258,5411113.03616638,497,2604028,2008,D14,Other,2008/02/23 05:00:00+00,81,Trinity-Bellwoods (81),-79.40914548,43.64788984,504
-8845080.47504491,5427091.63717088,498,2651936,2008,D32,Other,2008/02/28 05:00:00+00,33,Clanton Park (33),-79.4567098,43.7516636,505
-8844132.14096326,5422076.66465683,499,2704738,2008,D32,Shooting,2008/03/14 04:00:00+00,31,Yorkdale-Glen Park (31),-79.44819077,43.71911297,506
-8857934.28840434,5411806.22289572,500,2722663,2008,D22,Stabbing,2008/03/18 04:00:00+00,13,Etobicoke West Mall (13),-79.57217757,43.6523955,507
-8832262.8583311,5413721.643802,501,2371247,2008,D55,Shooting,2008/03/18 04:00:00+00,70,South Riverdale (70),-79.34156719,43.66484383,508
-8843868.27146867,5413293.99006218,502,2586161,2008,D14,Stabbing,2008/04/17 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),-79.44582039,43.66206473,509
-8818691.45170414,5426067.63541128,503,2651181,2008,D43,Stabbing,2008/05/04 04:00:00+00,139,Scarborough Village (139),-79.21965317,43.74501856,510
-8846067.45034821,5414186.20089789,504,2743492,2008,D12,Stabbing,2008/04/30 04:00:00+00,90,Junction Area (90),-79.46557595,43.6678626,511
-8818691.45170414,5426067.63541128,505,2577122,2008,D43,Other,2008/05/04 04:00:00+00,139,Scarborough Village (139),-79.21965317,43.74501856,512
-8831548.73934488,5423948.13923202,506,2783886,2008,D33,Stabbing,2008/05/17 04:00:00+00,42,Banbury-Don Mills (42),-79.33515215,43.7312622,513
-8831548.73934488,5423948.13923202,507,2783886,2008,D33,Other,2008/05/17 04:00:00+00,42,Banbury-Don Mills (42),-79.33515215,43.7312622,514
-8818049.96534608,5436170.47090714,508,2853575,2008,D42,Shooting,2008/05/28 04:00:00+00,132,Malvern (132),-79.2138906,43.81054648,515
-8827315.1322058,5432093.66586753,509,2855091,2008,D42,Shooting,2008/05/28 04:00:00+00,118,Tam O'Shanter-Sullivan (118),-79.29712101,43.78411259,516
-8827551.67610498,5421700.40010126,510,2709711,2008,D54,Shooting,2008/05/30 04:00:00+00,43,Victoria Village (43),-79.29924592,43.71667004,517
-8828343.50611452,5416974.58689793,511,2615345,2008,D55,Shooting,2008/02/25 05:00:00+00,62,East End-Danforth (62),-79.30635905,43.68597881,518
-8839818.38045121,5410670.31348211,512,2555616,2008,D14,Shooting,2008/06/13 04:00:00+00,82,Niagara (82),-79.4094396,43.645012,519
-8839818.38045121,5410670.31348211,513,2555616,2008,D14,Shooting,2008/06/13 04:00:00+00,82,Niagara (82),-79.4094396,43.645012,520
-8849200.15670392,5414772.65647486,514,2399394,2008,D12,Shooting,2008/06/15 04:00:00+00,111,Rockcliffe-Smythe (111),-79.49371753,43.67167327,521
-8826153.85840979,5419146.1225149,515,2810109,2008,D41,Other,2008/06/23 04:00:00+00,120,Clairlea-Birchmount (120),-79.28668911,43.70008354,522
-8827332.06835312,5418598.05477352,516,2368814,2008,D54,Other,2008/06/22 04:00:00+00,54,O'Connor-Parkview (54),-79.29727315,43.696524,523
-8828885.38490542,5426971.84461804,517,2862776,2008,D41,Shooting,2008/07/09 04:00:00+00,119,Wexford/Maryvale (119),-79.31122683,43.75088627,524
-8838162.34383879,5417473.10383119,518,2906096,2008,D53,Stabbing,2008/07/14 04:00:00+00,97,Yonge-St.Clair (97),-79.39456317,43.68921711,525
-8815990.66608589,5432204.08212514,519,2517552,2008,D43,Shooting,2008/07/17 04:00:00+00,135,Morningside (135),-79.1953916,43.78482868,526
-8811242.66159861,5434213.14146416,520,2816710,2008,D42,Shooting,2008/07/19 04:00:00+00,131,Rouge (131),-79.15273955,43.79785667,527
-8855013.74363974,5404715.32838177,521,2786692,2008,D22,Shooting,2008/07/20 04:00:00+00,20,Alderwood (20),-79.54594187,43.60628928,528
-8855013.74363974,5404715.32838177,522,2786692,2008,D22,Shooting,2008/07/20 04:00:00+00,20,Alderwood (20),-79.54594187,43.60628928,529
-8855013.74363974,5404715.32838177,523,2786692,2008,D22,Shooting,2008/07/20 04:00:00+00,20,Alderwood (20),-79.54594187,43.60628928,530
-8859590.9528587,5427393.28372321,524,2446147,2007,D23,Stabbing,2007/12/25 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),-79.58705964,43.75362093,531
-8818493.82843852,5438071.44882841,525,2064605,2007,D42,Stabbing,2007/06/25 04:00:00+00,131,Rouge (131),-79.21787789,43.82286837,532
-8811361.79683085,5434180.35423286,526,2122523,2007,D42,Shooting,2007/07/04 04:00:00+00,131,Rouge (131),-79.15380976,43.79764408,533
-8851070.82286057,5421403.35364915,527,2773144,2008,D31,Shooting,2008/07/26 04:00:00+00,23,Pelmo Park-Humberlea (23),-79.51052201,43.71474137,534
-8847355.01721971,5417542.84569896,528,2605554,2008,D12,Shooting,2008/07/27 04:00:00+00,110,Keelesdale-Eglinton West (110),-79.47714236,43.68967013,535
-8835437.18370484,5412385.77433631,529,2869738,2008,D51,Stabbing,2008/08/02 04:00:00+00,73,Moss Park (73),-79.37008264,43.65616228,536
